позиция в рейтинге,SKU,название товара,категория,количество продано,выручка,доля выручки %,накопительная доля %,ABC категория,средняя цена продажи,расчётная себестоимость (30%),валовая прибыль,маржа %
251,2693,Джемпер Авангард жаккард оверсайз шерсть суровый-тауп,knitwear,6.0,48790.0,0.1156,53.5106,A,8131.67,14637.0,34153.0,70.0
252,2656,Блуза с воротом стойка из тенсела темный беж,tops_blouses,8.0,48750.0,0.1155,53.6261,A,6093.75,14625.0,34125.0,70.0
253,551,Брюки трикотаж шоколад,pants,15.0,48624.0,0.1152,53.7413,A,3241.6,14587.2,34036.8,70.0
254,2285,Брюки из вискозы Цветы синий,pants,15.0,48552.0,0.115,53.8563,A,3236.8,14565.6,33986.4,70.0
255,2447,Платье трикотажное ажур Колоски макси молочный,dresses,6.0,48320.0,0.1145,53.9707,A,8053.33,14496.0,33824.0,70.0
256,2032,Шорты льняные синие,pants,11.0,48300.0,0.1144,54.0852,A,4390.91,14490.0,33810.0,70.0
257,1338,Футболка трикотажная косичка байкал,tshirts_longsleeves,20.0,48140.0,0.114,54.1992,A,2407.0,14442.0,33698.0,70.0
258,2176,Джемпер Алиса бургунди шерсть,knitwear,9.0,48050.0,0.1138,54.313,A,5338.89,14415.0,33635.0,70.0
259,2690,Джемпер Ирония судьбы изумруд с розовой полосой,knitwear,8.0,47926.0,0.1135,54.4265,A,5990.75,14377.8,33548.2,70.0
260,2167,Шапка взрослая бургунди,accessories,43.0,47921.6,0.1135,54.5401,A,1114.46,14376.48,33545.12,70.0
261,2277,Манишка на завязках с воротом шерсть бургунди,accessories,12.0,47880.0,0.1134,54.6535,A,3990.0,14364.0,33516.0,70.0
262,1241,Джемпер в рубчик укороченный жемчужный,knitwear,19.0,47818.0,0.1133,54.7667,A,2516.74,14345.4,33472.6,70.0
263,691,Брюки палаццо вискоза сирень,pants,13.0,47720.0,0.113,54.8798,A,3670.77,14316.0,33404.0,70.0
264,1124,Свитер Кострома тауп,knitwear,13.0,47710.0,0.113,54.9928,A,3670.0,14313.0,33397.0,70.0
265,2347,Поло трикотажное черный с полосой травяной,tops_blouses,15.0,47682.0,0.1129,55.1057,A,3178.8,14304.6,33377.4,70.0
266,2148,Юбка трикотажная прямая бургунди макси,skirts,14.0,47680.0,0.1129,55.2187,A,3405.71,14304.0,33376.0,70.0
267,975,Джемпер Джаред оверсайз молочный,knitwear,9.0,47399.0,0.1123,55.331,A,5266.56,14219.7,33179.3,70.0
268,2375,Юбка трикотажная прямая маренго макси,skirts,13.0,47196.0,0.1118,55.4428,A,3630.46,14158.8,33037.2,70.0
269,2239,Косынка трикотажная шерсть бежевый,accessories,17.0,46925.0,0.1112,55.5539,A,2760.29,14077.5,32847.5,70.0
270,2175,Юбка трикотажная прямая шерсть макси горький шоколад,skirts,11.0,46860.0,0.111,55.6649,A,4260.0,14058.0,32802.0,70.0
271,2543,Платье Город корица,dresses,6.0,46740.0,0.1107,55.7756,A,7790.0,14022.0,32718.0,70.0
272,2659,Юбка трикотажная прямая сливовый миди,skirts,13.0,46588.0,0.1104,55.886,A,3583.69,13976.4,32611.6,70.0
273,1336,Рубашка льняная серо-голубой,tops_blouses,9.0,46572.0,0.1103,55.9963,A,5174.67,13971.6,32600.4,70.0
274,1251,Футболка трикотажная мята oversize,tshirts_longsleeves,21.0,46262.0,0.1096,56.1059,A,2202.95,13878.6,32383.4,70.0
275,2436,Платье Одри макси полынь круглый ворот,dresses,7.0,46260.0,0.1096,56.2155,A,6608.57,13878.0,32382.0,70.0
276,1167,Юбка лапша тауп,skirts,16.0,46127.89,0.1093,56.3247,A,2882.99,13838.37,32289.52,70.0
277,219,Шапка взрослая шоколад,accessories,38.0,46076.0,0.1091,56.4339,A,1212.53,13822.8,32253.2,70.0
278,344,Шапка взрослая красный,accessories,43.0,45960.0,0.1089,56.5428,A,1068.84,13788.0,32172.0,70.0
279,1104,Палантин трикотажный Листочки красно-молочный,accessories,13.0,45788.0,0.1085,56.6512,A,3522.15,13736.4,32051.6,70.0
280,654,Тельняшка тонкая красный,tshirts_longsleeves,23.0,45463.95,0.1077,56.7589,A,1976.69,13639.18,31824.77,70.0
281,1170,Свитер с горлом брусника,knitwear,19.0,45460.0,0.1077,56.8666,A,2392.63,13638.0,31822.0,70.0
282,1248,Рубашка женская вискоза незабудки,tops_blouses,11.0,45289.98,0.1073,56.9739,A,4117.27,13586.99,31702.99,70.0
283,1059,Шапка взрослая байкал,accessories,40.0,45066.0,0.1068,57.0806,A,1126.65,13519.8,31546.2,70.0
284,2721,Палантин трикотажный Рыбка бургунди-капучино,accessories,11.0,44700.0,0.1059,57.1865,A,4063.64,13410.0,31290.0,70.0
285,2831,Джемпер Ромашки Нью серый меланж-светлый лайм,knitwear,6.0,44540.0,0.1055,57.292,A,7423.33,13362.0,31178.0,70.0
286,2370,Майка трикотажная V-вырез полынь,tops_blouses,21.0,44154.0,0.1046,57.3966,A,2102.57,13246.2,30907.8,70.0
287,1161,Юбка лапша олива,skirts,15.0,43900.0,0.104,57.5006,A,2926.67,13170.0,30730.0,70.0
288,2276,Манишка на завязках с воротом шерсть светлый беж,accessories,12.0,43775.4,0.1037,57.6043,A,3647.95,13132.62,30642.78,70.0
289,693,Кардиган Leo жаккард зеленый,knitwear,8.0,43700.0,0.1035,57.7078,A,5462.5,13110.0,30590.0,70.0
290,2113,Пальто женское оверсайз серое,outerwear,3.0,43600.0,0.1033,57.8111,A,14533.33,13080.0,30520.0,70.0
291,2646,Кардиган Зебра оверсайз жаккард брусника с маренго,knitwear,7.0,43560.0,0.1032,57.9143,A,6222.86,13068.0,30492.0,70.0
292,2596,Пальто-жакет женский серый,outerwear,3.0,43364.0,0.1027,58.017,A,14454.67,13009.2,30354.8,70.0
293,93,Топ в рубчик V-вырез белый,tops_blouses,29.0,43271.5,0.1025,58.1195,A,1492.12,12981.45,30290.05,70.0
294,2307,Юбка костюмная мини сливочно-желтый,skirts,11.0,43260.0,0.1025,58.222,A,3932.73,12978.0,30282.0,70.0
295,2444,Футболка трикотажная ажур Листочки черный,tshirts_longsleeves,7.0,43106.0,0.1021,58.3241,A,6158.0,12931.8,30174.2,70.0
296,950,Джемпер Джаред оверсайз черный,knitwear,8.0,43070.0,0.102,58.4261,A,5383.75,12921.0,30149.0,70.0
297,2074,Бомбер женский серый в клетку,outerwear,3.0,42920.0,0.1017,58.5278,A,14306.67,12876.0,30044.0,70.0
298,2641,Блуза с воротом стойка из тенсела беж,tops_blouses,7.0,42900.0,0.1016,58.6294,A,6128.57,12870.0,30030.0,70.0
299,1203,Блузка женская с рюшей из тенсела черный,tops_blouses,9.0,42860.0,0.1015,58.7309,A,4762.22,12858.0,30002.0,70.0
300,2810,Джемпер Кувшинки байкал-сирень,knitwear,7.0,42776.0,0.1013,58.8322,A,6110.86,12832.8,29943.2,70.0
301,365,Шапка Взрослая шерсть молочный,accessories,28.0,42720.0,0.1012,58.9334,A,1525.71,12816.0,29904.0,70.0
302,2441,Лонгслив трикотажный ажур Листочки капучино,tshirts_longsleeves,7.0,42560.0,0.1008,59.0342,A,6080.0,12768.0,29792.0,70.0
303,2537,Жилет Баба-Яга,knitwear,7.0,42560.0,0.1008,59.1351,A,6080.0,12768.0,29792.0,70.0
304,2210,Топ на широких бретелях искусственный шелк шоколад,tops_blouses,17.0,42440.0,0.1005,59.2356,A,2496.47,12732.0,29708.0,70.0
305,364,Шапка Взрослая шерсть черный,accessories,25.0,42400.0,0.1004,59.336,A,1696.0,12720.0,29680.0,70.0
306,912,Джемпер Чешуйки двусторонний мята,knitwear,8.0,42330.0,0.1003,59.4363,A,5291.25,12699.0,29631.0,70.0
307,2158,Юбка трикотажная прямая шоколад миди,skirts,12.0,42320.0,0.1002,59.5365,A,3526.67,12696.0,29624.0,70.0
308,873,Джемпер Ромашки желтый с мятным,knitwear,8.0,42320.0,0.1002,59.6368,A,5290.0,12696.0,29624.0,70.0
309,239,Шапка взрослая светлый беж,accessories,34.0,42280.0,0.1002,59.7369,A,1243.53,12684.0,29596.0,70.0
310,2393,Платье Одри макси джинс круглый ворот,dresses,6.0,42120.0,0.0998,59.8367,A,7020.0,12636.0,29484.0,70.0
311,2189,Кардиган Чешуйки жаккард тауп,knitwear,7.0,42100.0,0.0997,59.9364,A,6014.29,12630.0,29470.0,70.0
312,2128,Джемпер Джеки интерлок светлый беж,knitwear,8.0,41560.0,0.0984,60.0349,A,5195.0,12468.0,29092.0,70.0
313,2406,Жилет костюмный эвкалипт,knitwear,7.0,41478.0,0.0983,60.1331,A,5925.43,12443.4,29034.6,70.0
314,2503,Платье тонкое трикотажное Косичка макси брусника,dresses,8.0,41420.0,0.0981,60.2313,A,5177.5,12426.0,28994.0,70.0
315,1294,Юбка макси атлас шоколад леопард,skirts,12.0,41076.0,0.0973,60.3286,A,3423.0,12322.8,28753.2,70.0
